id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,family,generation,n_students,n_descendants,connected,honours,legendary,added_by_research,wikipedia_url
R0045,Kenneth Funakoshi,,,1938,2024,,"Honolulu, Hawaii; San Jose and Milpitas, California, United",fska,fska,japanese,20,0,0,yes,,,yes,
J0100,Kenneth Murakami,ケネス村上,,,,,"Hawaii, USA",senbukan,senbukan,naha-te,14,0,0,yes,,,yes,
C00236,Kensei Kinjo,金城兼盛,,1900,,,,karate-generic,karate-generic,other,13,2,11,yes,,,,
A0054,Kensei Taba,田場兼靖,,1933,2012,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,2,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q1739011,Kenshiro Abbe,阿部謙四郎,Kenshirō Abe,1915,1985,1940,,shotokan|karate-generic|shotokai|te|tendo-ryu,shotokan,japanese,0,1,1,yes,,,,https://en.wikipedia.org/wiki/Kenshiro_Abbe
J0077,Kensuke Ohama,大浜賢助,,,,,Okinawa,shuri-te|okinawan-kobudo|okinawan-karate-generic|karate-generic,shuri-te,shuri-te,0,1,4,yes,,,yes,
C00147,Kentoku Kaneshiro,,,,,,,karate-generic,karate-generic,other,12,0,0,yes,,,,
Q722028,Kentsu Yabu,屋部憲通,Kentsū Yabu,1866,1937,1891,Shuri,shuri-te|tomari-te|karate-generic|kenpo|motobu-ryu|okinawan-karate-generic|te,shuri-te,shuri-te,6,8,126,yes,,,,https://en.wikipedia.org/wiki/Kents%C5%AB_Yabu
B0026,Kenwa Kanna,,,,,,,,,,,0,0,,,,yes,
Q453505,Kenwa Mabuni,摩文仁賢和,,1889,1952,1914,Shuri,shito-ryu|goju-ryu|shotokan|wado-ryu|naha-te|shuri-te|karate-generic|okinawan-karate-generic|shindo-jinen-ryu,shito-ryu,japanese,12,34,554,yes,,,,https://en.wikipedia.org/wiki/Kenwa_Mabuni
C00245,Kenyu Chinen,知念賢祐,,1944,2024,,,karate-generic|matayoshi-kobudo|world-oshukai,matayoshi-kobudo,kobudo,17,5,5,yes,,,,
A0090,Kenyu Mabuni,摩文仁賢雄,,1951,,,,shito-ryu|dento-shito-ryu,shito-ryu,japanese,16,0,0,yes,,,yes,
C00246,Kenzo Mabuni,摩文仁賢三,,1927,2005,,,karate-generic|shito-ryu,shito-ryu,japanese,13,1,1,yes,,,,
C00247,Kichiro Shimabuku,島袋吉郎,,1939,,,,karate-generic|isshin-ryu|isshin-ryu-iwka,isshin-ryu,shuri-te,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
A0128,Kiichi Nakamoto,仲本喜一,,,,,,goju-ryu|ufuchiku-kobujutsu,goju-ryu,naha-te,16,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0116,Kijun Kishimoto,岸本喜順,,,,,,te|karate-generic,te,te,0,1,7,yes,,,yes,
J0068,Kim Baylor,,,,,,"Norfolk, Virginia, USA",dai-nippon-butokukai,dai-nippon-butokukai,other,1,0,0,yes,,,yes,
J0152,Kim Bok-man,,,1934,2021,,"Korea; Vietnam, Malaysia, Singapore, Indonesia, Philippines,",itf-taekwondo|oh-do-kwan,itf-taekwondo,korean,15,0,0,yes,,,yes,
R0222,Kim Bong-sik,,,,,,Vietnam and Canada,itf-taekwondo,itf-taekwondo,korean,0,1,1,yes,,,yes,
C00248,Kim Diginakis,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
A0157,Kim Ki-whang,김기황 (金基璜),,1920,1993,,,taekwondo|shudokan|tang-soo-do|korean-martial-arts,taekwondo,korean,14,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Ki_Whang_Kim
R0207,Kim Moo-hong,,,,,,"Daegu then Seoul, South Korea",hapkido|shin-moo-kwan-hapkido,hapkido,korean,3,0,0,yes,,,yes,
R0217,Kim Pyung-soo,,,1939,,,"Seoul, then Houston, Texas, USA",chang-moo-kwan|kang-duk-won|chayon-ryu,chang-moo-kwan,korean,16,0,0,yes,,,yes,
KP017,Kim Soon-bae,,,,,,,,,,,0,0,,,,yes,
J0160,Kim Suk-kyu,김석규,,,,,Korea,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,korean,16,0,0,yes,,,yes,
J0172,Kim Un-chang,김운창,,,,,Seoul (Yongsan),moo-duk-kwan,moo-duk-kwan,korean,17,0,0,yes,,,yes,
J0151,Kim Un-yong,,,1931,2017,,"Daegu, South Korea",kukki-taekwondo,kukki-taekwondo,korean,,0,0,,,,yes,
J0169,Kim Young-taek,김영택,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,korean,17,0,0,yes,,,yes,
N0141,Kimiko Matayoshi,,,1919,,,,,,,,0,0,,,,yes,
N0029,Kimura Kempe,,,,,,,,,,13,0,0,yes,,,yes,
W0020,Kin Ryojin and Kin Ryosho,,,1873,1936,,,,,,6,0,0,yes,,,yes,
KP002,Kingai,金硬,,,,,,,,,0,1,44,yes,,,yes,
J0033,Kinjō Kenpo,金城憲保,,,,,,okinawan-karate-generic,okinawan-karate-generic,other,,0,0,,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0020,Kinjō Yoshitaka,金城嘉孝,,1953,,,,goju-ryu|tomari-te,goju-ryu,naha-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00251,Kishin Teruya,照屋規箴,,1804,1864,,,karate-generic,karate-generic,other,0,2,932,yes,,,,
A0120,Kisho Inoue,井上貴勝,,1954,,,,ryukyu-kobudo|ryukyu-kobujutsu-hozon-shinko-kai,ryukyu-kobudo,kobudo,16,0,0,yes,,,yes,
A0235,Kisshomaru Ueshiba,植芝吉祥丸,,1921,1999,,,aikido,aikido,other,2,1,1,yes,,,yes,https://en.wikipedia.org/wiki/Kisshomaru_Ueshiba
C00250,Kisuke Higa,,,,,,,karate-generic,karate-generic,other,6,1,16,yes,,,,
N0176,Kitatsu Kawasaki,,,1897,1963,,,,,,7,0,0,yes,,,yes,
C00252,Kitoku Sakiyama,崎山喜徳,,1830,1914,,,karate-generic,karate-generic,other,1,1,53,yes,,,,
C00254,Kiyo Iha,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
Q6418995,Kiyohide Shinjo,新城清秀,Kiyohide Shinjō,1951,,1976,,uechi-ryu|karate-generic|kung-fu|meibukan|okinawan-karate-generic|te|uechi-ryu-kenyukai,uechi-ryu,uechi-ryu,9,0,0,yes,,,,https://en.wikipedia.org/wiki/Kiyohide_Shinj%C5%8D
C00253,Kiyohiko Higa,比嘉清彦,Higa Kiyohiko,,,,,karate-generic|bugeikan|kishimoto-di,bugeikan,te,17,1,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
J0128,Kiyohiko Tosa,土佐樹誉彦,,,,,,genseiryu-butokukai,genseiryu-butokukai,shuri-te,,0,0,,,,yes,
C00255,Kiyoji Kinjo,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
J0049,Kiyomasa Maeda,前田清正,Maeda Kiyomasa,,,,,matsubayashi-ryu|yamanni-ryu,matsubayashi-ryu,shuri-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q11501557,Kiyoshi Arakaki,新垣清,,1954,,1979,Shuri,karate-generic|matsubayashi-ryu|okinawan-kobudo|shuri-te|okinawan-karate-generic|te|scrape-artefact,matsubayashi-ryu,shuri-te,15,0,0,yes,,,,https://en.wikipedia.org/wiki/Kiyoshi_Arakaki
C00256,Kiyoshi Komesu,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
A0126,Kiyoshi Nishime,,,,,,,yamanni-ryu|shorin-ryu|okinawan-kobudo,yamanni-ryu,kobudo,17,0,0,yes,,,yes,
N0068,Kiyoshi Shinjo,,,,,,,,,,15,0,0,yes,,,yes,
J0030,Kiyoshi Tsuha,津波清,Tsuha Kiyoshi,1944,,,,kobayashi-shorin-ryu|okinawan-kobudo,kobayashi-shorin-ryu,shuri-te,14,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0225,Kiyoshi Yamazaki,,,1940,2023,,,shindo-jinen-ryu|shito-ryu|japanese-karate-generic,shindo-jinen-ryu,japanese,15,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Kiyoshi_Yamazaki
Q6419132,Kiyoshi Yoshimoti,,,1948,2020,1973,,niten-ichi-ryu|nihon-kobudo|sekiguchi-ryu|te,niten-ichi-ryu,other,,0,0,,,,,https://en.wikipedia.org/wiki/Kiyoshi_Yoshimoti
Q4467319,Kiyoyuki Terada,寺田精之,,1922,2009,1947,,karate-generic|te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Kiyoyuki_Terada
C00257,Kiyuna Pechin,,Kiyuna Pechin,1845,1920,,,karate-generic,karate-generic,other,5,2,35,yes,,,,
J0040,Kiyūna Chōkō,喜友名朝孝,,1939,,,,shorin-ryu|risshikan,shorin-ryu,shuri-te,,0,0,,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0157,Ko Jae-chun,고재천,,,,,Korea; Vietnam,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,korean,16,0,0,yes,,,yes,
B0001,Ko Uehara,,,,,,,goju-ryu|jundokan,goju-ryu,naha-te,13,0,0,yes,,,yes,
C00258,Koan Nagado,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
C00261,Kodatsu Iha,伊波興達,,1873,1928,,,karate-generic|tomari-te,tomari-te,tomari-te,6,5,98,yes,,,,
C00165,Koei Iha,,,,,,,karate-generic,karate-generic,other,16,0,0,yes,,,,
C00265,Koei Teruya,,,,,,,karate-generic|goju-ryu,goju-ryu,naha-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
N0149,Koho Kuba,,,1870,1942,,,,,,6,1,2,yes,,,yes,
C00266,Koichi Mori,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
Q6426232,Koichi Pettas,コウイチ,,1980,2018,2005,,te,te,te,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Koichi_(kickboxer)
J0130,Koichi Taniguchi,谷口興一,,,,,,taido,taido,shuri-te,7,0,0,yes,,,yes,
Q15845026,Koichiro Okuma,大隈広一郎,,1970,,1995,,shotokan,shotokan,japanese,16,0,0,yes,,,,
R0246,Koja Shōshin,,,,,,,,,,15,0,0,yes,,,yes,
Q15845016,Koji Chubachi,中鉢孝治,Kōji Chūbachi,1987,,2012,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Koji_Chubachi
Q15845028,Koji Ogata,尾方弘二,Kōji Ogata,1968,,1993,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Koji_Ogata
C00267,Koji Oshiro,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00268,Kojo PECHIN,,,,,,,karate-generic|kojo-ryu,kojo-ryu,te,1,1,920,yes,,,,
C00269,Kojo UEKATA,蔡肇功,Sai Choko (Kojo Ueekata),1656,1737,,,karate-generic|kojo-ryu,kojo-ryu,te,0,1,921,yes,,,,
C00270,Kojun Makishi,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
Q6426547,Kokan Oyadomari,親泊興寛,Kōkan Oyadomari,1827,1905,1852,Tomari,karate-generic|tomari-te|scrape-artefact|okinawan-karate-generic|te,tomari-te,tomari-te,1,4,246,yes,,,,https://en.wikipedia.org/wiki/Kokan_Oyadomari
C00282,Koki Miyagi,,,,,,,karate-generic,karate-generic,other,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
C00283,Koki Shiroma,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
C00284,Koki Sunabe,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00281,Kokichi Nakamura,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00286,Komei Akamine,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00287,Komei Tsuha,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
A0183,Kong Young-il,공영일,,1943,,,,taekwondo|korean-martial-arts|itf-taekwondo,taekwondo,korean,17,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Kong_Young-il
C00178,Konin Oyadomari,,,,,,,karate-generic,karate-generic,other,2,1,1,yes,,,,
C00179,Koragwa Tsuken,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
Q1620643,Kori Hisataka,久高幸利,Kōri Hisataka,1907,1988,1932,Shuri,shorinjiryu-kenkokan|goju-ryu|okinawan-kobudo|chinese-martial-arts|karate-generic|kenpo,shorinjiryu-kenkokan,shuri-te,12,4,4,yes,,,,https://en.wikipedia.org/wiki/K%C5%8Dri_Hisataka
Q3028499,Kosaku Matsumora,松茂良興作,Kōsaku Matsumora,1829,1898,1854,Tomari,tomari-te|karate-generic|scrape-artefact|okinawan-karate-generic|te,tomari-te,tomari-te,5,11,927,yes,,,,https://en.wikipedia.org/wiki/K%C5%8Dsaku_Matsumora
C00285,Kosei Kokuba,國場幸盛,Kokuba Kosei,1900,1959,,,karate-generic,karate-generic,other,13,3,19,yes,,,,
Q276730,Kosei Nishihira,西平向盛,Kōsei Nishihira,1942,2007,1967,,isshin-ryu|shorin-ryu|okinawan-kobudo|karate-generic|okinawan-karate-generic|matsumura-seito|te,isshin-ryu,shuri-te,7,5,5,yes,,,,https://en.wikipedia.org/wiki/Kosei_Nishihira
C00296,Koshin Iha,伊波康進,,1925,2012,,,karate-generic|jundokan|okinawa-goju-ryu-kyokai|goju-ryu,jundokan,naha-te,13,2,3,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
N0120,Koshin Kamura,,,,,,,,,,16,0,0,yes,,,yes,
C00297,Koshin Shimabukuro,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
C00298,Koshin Shiroma,,,,,,,karate-generic,karate-generic,other,12,0,0,yes,,,,
C00182,Kosuke Chinen,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00183,Kosuke Henna,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
R0022,Kosuke Kuniba,国場浩介,,,,,"Osaka, Japan",kuniba-ha|motobu-ha-shito-ryu,kuniba-ha,japanese,17,0,0,yes,,,yes,
C00301,Kosuke Yonamine,,,,,,,karate-generic|kenryo-ryu|ryukyu-kobudo-akamine|uechi-ryu,kenryo-ryu,kobudo,16,2,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
C00187,Kotsu Oyadomari,,,,,,,karate-generic,karate-generic,other,2,1,1,yes,,,,
N0187,Koujun Takayasu,,,1888,1953,,,,,,,0,0,,,,yes,
A0094,Kozo Kuniba,国場浩三,Kuniba Kozo,,,,,motobu-ha-shito-ryu|shito-ryu|kuniba-ha,motobu-ha-shito-ryu,japanese,17,0,0,yes,,,yes,
W0007,Kudeken Kenyu,,,,,,,,,,6,0,0,yes,,,yes,
J0052,Kumao Ohno,大野熊雄,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
R0012,Kuniaki Nobukawa,信川邦明,,,,,"Inami, Kako-gun, Hyogo, Japan",nobukawa-ha-shito-ryu|shukokai,nobukawa-ha-shito-ryu,japanese,14,1,1,yes,,,yes,
R0177,Kuniaki Sakagami,,,1944,,,"Toyohashi, Japan; later Leicester, United Kingdom",wado-ryu|wado-kai,wado-ryu,japanese,16,0,0,yes,,,yes,
J0127,Kunihiko Tosa,土佐邦彦,,,,,,genseiryu-butokukai,genseiryu-butokukai,shuri-te,7,0,0,yes,,,yes,
C00191,Kunihiro Kato,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
C00304,Kunimasa Kai,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
C00188,Kunio Furugen,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
C00189,Kunio Higa,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
C00190,Kunio Sunagawa,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
R0021,Kunio Tatsuno,辰野邦夫,,,1999,,Japan,motobu-ha-shito-ryu,motobu-ha-shito-ryu,japanese,17,0,0,yes,,,yes,
J0148,Kunio Uehara,上原邦男,,,,,Okinawa,shorin-ryu,shorin-ryu,shuri-te,,0,0,,,,yes,
Q1929108,Kusanku,公相君,Kūsankū,,,1695,,chinese-martial-arts|karate-generic|kenpo|te,chinese-martial-arts,chinese,0,3,1001,yes,,yes,,https://en.wikipedia.org/wiki/K%C5%ABsank%C5%AB
J0161,Kwak Kuen-sik,곽근식,,,,,Seoul,chung-do-kwan,chung-do-kwan,korean,16,0,0,yes,,,yes,
KP015,Kwak Kun-sik,,,,,,,,,,,0,0,,,,yes,
J0177,Kwon Jae-hwa,권재화,,,,,Korea; Germany,itf-taekwondo,itf-taekwondo,korean,15,0,0,yes,,,yes,
R0212,Kwon Tae-man,,,,,,"Seoul, then southern California, USA",hapkido,hapkido,korean,3,0,0,yes,,,yes,
Q13424717,Kyoichi Inoue,井上強一,Kyōichi Inoue,1935,2017,1960,,te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Kyoichi_Inoue
R0023,Kyoshin Kayo,,,1936,,,"Toyonaka, Osaka, Japan",shito-ryu-shobukan|motobu-ha-shito-ryu,shito-ryu-shobukan,japanese,15,0,0,yes,,,yes,
C00192,Kyuyu Kinjo,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q2453372,Kyuzo Mifune,三船久蔵,Kyūzō Mifune,1883,1965,1908,,taekwondo|te,taekwondo,korean,2,1,1,yes,,,,https://en.wikipedia.org/wiki/Kyuzo_Mifune
J0022,Kōsei Wakugawa,湧川幸盛,Wakugawa Kōsei,1926,2021,,,goju-ryu|shodokan-goju-ryu,goju-ryu,naha-te,14,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0042,Kōsuke Miyazato,宮里幸助,Miyazato Kōsuke,,,,,ryukyu-kobudo-akamine|shorin-ryu,ryukyu-kobudo-akamine,kobudo,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0036,Kōtarō Iha,伊波光太郎,Iha Kōtarō,1939,,,,okinawan-kobudo|kobayashi-shorin-ryu,okinawan-kobudo,kobudo,19,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0112,Larry Isaac,,,,,,,okinawa-kenpo|okinawan-kobudo,okinawa-kenpo,shuri-te,17,0,0,yes,,,yes,
J0070,Larry King,,,,,,"Norfolk / Virginia Beach area, Virginia, USA",bushin-kan|chishin-ryu-heiho|dai-nippon-butokukai,bushin-kan,japanese,1,0,0,yes,,,yes,
A0231,Larry Tatum,,,,,,,american-kenpo,american-kenpo,kenpo,0,1,1,yes,,,yes,
C00193,Lee Bates,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
A0176,Lee Chong-woo,이종우,,1928,2015,,,taekwondo|korean-martial-arts|ji-do-kwan|kukki-taekwondo,taekwondo,korean,16,1,2,yes,,,yes,
J0173,Lee Haeng-ung,,,1936,2000,,"Korea; Little Rock, Arkansas, USA",songahm-taekwondo,songahm-taekwondo,korean,0,1,1,yes,,,yes,
J0170,Lee Kang-ik,이강익,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,korean,17,0,0,yes,,,yes,
A0172,Lee Kyo-yoon,이교윤,,1930,2017,,,taekwondo|korean-martial-arts|han-moo-kwan,taekwondo,korean,15,0,0,yes,,,yes,https://ko.wikipedia.org/wiki/%ED%95%9C%EB%AC%B4%EA%B4%80
A0177,Lee Nam-suk,이남석,,1925,2000,,,taekwondo|korean-martial-arts|chang-moo-kwan,taekwondo,korean,15,1,1,yes,,,yes,https://ko.wikipedia.org/wiki/%EC%9D%B4%EB%82%A8%EC%84%9D
J0165,Lee Seung-wan,이승완,,,,,Seoul,ji-do-kwan|kukki-taekwondo,ji-do-kwan,korean,17,1,1,yes,,,yes,
J0174,Lee Soon-ho,이순호,,,,,"Little Rock, Arkansas, USA",songahm-taekwondo,songahm-taekwondo,korean,1,0,0,yes,,,yes,
KP016,Lee Yong-sup,,,,,,,,,,,0,0,,,,yes,
A0173,Lee Yong-woo,이용우,,,2006,,,taekwondo|korean-martial-arts|jung-do-kwan,taekwondo,korean,16,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Kwan_(martial_arts)
Q64929894,Leona Pettas,レオナ・ペタス,,1992,,2017,,kyokushin|karate-generic|te|shinkyokushin,kyokushin,kyokushin,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Leona_Pettas
R0250,Li Zhaobei,,,,,,,,,,0,1,619,yes,,,yes,
A0188,Lin Shixian,林世咸,,,,,,fujian-white-crane,fujian-white-crane,chinese,4,1,850,yes,,,yes,https://zh.wikipedia.org/zh-hant/鳴鶴拳
A0084,Lionel Marinus,,,,,,,shukokai|shito-ryu|kimura-shukokai,shukokai,japanese,15,0,0,yes,,,yes,
Q3257815,Loek Hollander,,,1938,2020,1963,,kyokushin|karate-generic|te,kyokushin,kyokushin,17,1,1,yes,,,,https://en.wikipedia.org/wiki/Loek_Hollander
R0118,Loren Engelby,,,,,,United States,kenshinkan|matsumura-seito,kenshinkan,shuri-te,15,0,0,yes,,,yes,
C00194,Lu Ta-ting,,,,,,,karate-generic,karate-generic,other,0,1,2,yes,,,,
R0157,Lucien Carbin,,,,,,Netherlands (born Suriname),kyokushin-budokai,kyokushin-budokai,kyokushin,17,0,0,yes,,,yes,
Q3840266,Luigi Zoia,,,1948,,1973,,shotokan|karate-generic|te,shotokan,japanese,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Luigi_Zoia
C00315,Machiya Buntoku,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00195,Maeda Pechin,真栄田親雲上,,,,,,karate-generic,karate-generic,other,6,2,243,yes,,,,
N0041,Magii Komesu,,,,1918,,,,,,,0,0,,,,yes,
N0108,Magonojo Terao,,,,,,,,,,1,0,0,yes,,,yes,
Q15845014,Mai Shiina,椎名舞,,1988,,2013,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Mai_Shiina
C00317,Maiya Arakachi,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00196,Makabe UDUN,真壁ウドゥン,Makabe Choken,,,,,karate-generic,karate-generic,other,0,1,618,yes,,,,
Q6739958,Makoto Nakamura,中村誠,,,,1995,,te|kyokushin,kyokushin,kyokushin,20,0,0,yes,,,,https://en.wikipedia.org/wiki/Makoto_Nakamura
C00320,Makoto Tanizoe,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q11263313,Makoto Uehara,上原誠,,1982,,2007,,shidokan|karate-generic|te,shidokan,kyokushin,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Makoto_Uehara
Q6742556,Malcolm Phipps,,,1942,,1967,,shotokan|karate-generic|te,shotokan,japanese,20,0,0,yes,,,,https://en.wikipedia.org/wiki/Malcolm_Phipps
A0130,Mamoru Nakamoto,仲本守,,,,,,okinawan-kobudo|shorin-ryu|bunbukan,okinawan-kobudo,kobudo,17,0,0,yes,,,yes,
C00322,Mamoru Oshiro,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
J0056,Manabu Adachi,安達学,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
R0058,Manabu Miyagi,宮城学,,1980,,,"born Ōmiya, Saitama; teaches Ōme (Tokyo), Saitama City and K",goju-ryu|komeikan,goju-ryu,naha-te,14,0,0,yes,,,yes,
A0195,Manabu Murakami,,,1966,,,,shotokan|skif,shotokan,japanese,20,0,0,yes,,,yes,
Q6753487,Manzo Iwata,岩田万蔵,Manzō Iwata,1924,1993,1949,,shito-ryu|okinawan-kobudo|japanese-karate-generic|karate-generic|te|shito-kai,shito-ryu,japanese,13,2,2,yes,,,,https://en.wikipedia.org/wiki/Manzo_Iwata
N0092,Mao Yuanyi,,,1594,1640,,,,,,,0,0,,,,yes,
J0085,Mario McKenna,マリオ・マッケンナ,,,,,"Vancouver, Canada",toon-ryu,toon-ryu,naha-te,11,0,0,yes,,,yes,
C00200,Mario Topolsek,Mario Topolšek,,1942,2021,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
Q6766745,Mark Bishop,,,1954,,1979,,te,te,te,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Mark_Bishop
R0098,Mark McCloud,,,,,,United States,beikoku-shidokan|shorin-ryu-shidokan,beikoku-shidokan,shuri-te,14,0,0,yes,,,yes,
W0019,Marukawa Kenji,,,,,,,motobu-ryu|kenpo,motobu-ryu,shuri-te,12,1,2,yes,,,yes,
Q294548,Mas Oyama,大山倍達 / 최영의,Masutatsu Ōyama,1923,1994,1948,,kyokushin|goju-ryu|shotokan|chinese-martial-arts|karate-generic|kenpo|kung-fu|scrape-artefact|goju-kai,kyokushin,kyokushin,15,46,83,yes,,,,https://en.wikipedia.org/wiki/Mas_Oyama
J0137,Masaaki Ikemiyagi,池宮城政明,,1953,,,"Ginowan, Okinawa (宜野湾市喜友名)",goju-ryu,goju-ryu,naha-te,13,0,0,yes,,,yes,
Q11383484,Masaaki Satake,佐竹雅昭,,1965,,1990,,kyokushin|karate-generic|scrape-artefact|japanese-karate-generic|seidokaikan|te,kyokushin,kyokushin,20,0,0,yes,,,,https://en.wikipedia.org/wiki/Masaaki_Satake
Q15987564,Masaaki Ueki,植木政明,,1939,2024,1964,,shotokan|karate-generic|shotokai|te|jka,shotokan,japanese,16,7,7,yes,,,,https://en.wikipedia.org/wiki/Japan_Karate_Association
A0098,Masafumi Shiomitsu,,,1940,,,,wado-ryu|shorin-ryu,wado-ryu,japanese,16,1,1,yes,,,yes,https://fr.wikipedia.org/wiki/Masafumi_Shiomitsu
J0072,Masafumi Suzuki,鈴木正文,,1929,1991,,"Kōriyama, Fukushima Prefecture (born); Kyoto (based)",nihon-seibukan|goju-ryu|naha-te|karate-generic|japanese-karate-generic,nihon-seibukan,naha-te,14,2,3,yes,,,yes,
J0054,Masaharu Fujiwara,藤原正晴,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
Q922328,Masahiko Tanaka,田中昌彦,,,,1979,,scrape-artefact|te|jka,jka,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Masahiko_Tanaka
J0062,Masahiko Uemura,上村雅彦,,,,,"Kyoto, Japan",dai-nippon-butokukai|shorin-ken,dai-nippon-butokukai,other,,0,0,,,,yes,
R0155,Masahiro Kaneko,金子雅弘,,,,,,kyokushin-kenbukai,kyokushin-kenbukai,kyokushin,17,0,0,yes,,,yes,
C00201,Masahiro Nakamoto,仲本政博,,1938,,,,karate-generic|bunbukan,bunbukan,kobudo,16,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
Q6782405,Masaji Taira,平良正次,,1952,,1977,Naha,goju-ryu|karate-generic|okinawan-kobudo|jundokan|okinawan-karate-generic|seidokan|te|okinawa-goju-ryu-kenkyukai,goju-ryu,naha-te,13,0,0,yes,,,,https://en.wikipedia.org/wiki/Masaji_Taira
C00327,Masakatsu Inezuka,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
J0057,Masakatsu Tsujino,辻野正勝,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
